epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
194,168.415,0.72525,0.93306,0.58662,0.92669,0.99824,1,0.995,0.87644,0.99824,1,0.995,0.87119,0.53676,0.72399,0.42779,0.90417,0.0007262,0.0007262,0.0007262
195,169.411,0.69576,0.92648,0.5656,0.95805,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0007196,0.0007196,0.0007196
196,170.373,0.63737,0.92131,0.55353,0.8728,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.000713,0.000713,0.000713
197,171.326,0.73037,0.95438,0.72018,0.99539,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0007064,0.0007064,0.0007064
198,172.305,0.62257,0.73656,0.58563,0.92418,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0006998,0.0006998,0.0006998
199,173.4,0.58312,0.8454,0.60529,0.88068,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0006932,0.0006932,0.0006932
200,174.38,0.6596,0.69713,0.54187,0.93392,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0006866,0.0006866,0.0006866
201,175.34,0.63339,0.93753,0.63121,0.88891,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.00068,0.00068,0.00068
202,176.312,0.63795,0.87263,0.60753,0.94568,0.99842,1,0.995,0.8884,0.99842,1,0.995,0.88109,0.50859,0.68856,0.42748,0.90308,0.0006734,0.0006734,0.0006734
203,177.301,0.6719,0.81984,0.57584,0.91232,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006668,0.0006668,0.0006668
204,178.073,0.63332,0.85793,0.54593,0.94103,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006602,0.0006602,0.0006602
205,178.812,0.65186,0.87614,0.60655,0.86814,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006536,0.0006536,0.0006536
206,179.58,0.74928,0.89894,0.58739,0.90259,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.000647,0.000647,0.000647
207,180.325,0.5619,0.81104,0.52546,0.86372,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006404,0.0006404,0.0006404
208,181.079,0.64768,0.71087,0.54749,0.90984,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006338,0.0006338,0.0006338
209,181.83,0.66571,0.82026,0.57782,0.85652,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006272,0.0006272,0.0006272
210,182.583,0.65339,0.97492,0.55697,0.87966,0.9981,1,0.995,0.88203,0.9981,1,0.995,0.88627,0.49071,0.64649,0.40016,0.89256,0.0006206,0.0006206,0.0006206
211,183.329,0.64015,0.80192,0.55482,0.91947,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.000614,0.000614,0.000614
212,184.286,0.55777,0.66123,0.50837,0.9074,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0006074,0.0006074,0.0006074
213,185.248,0.59927,0.69663,0.51343,0.85124,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0006008,0.0006008,0.0006008
214,186.25,0.55249,0.84251,0.47194,0.87766,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0005942,0.0005942,0.0005942
215,187.2,0.59971,0.86529,0.55675,0.90962,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0005876,0.0005876,0.0005876
216,188.154,0.66484,0.74239,0.50738,0.88825,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.000581,0.000581,0.000581
217,189.112,0.54798,0.72704,0.5036,0.84868,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0005744,0.0005744,0.0005744
218,190.062,0.70863,0.88994,0.53078,0.90621,0.99792,1,0.995,0.91422,0.99792,1,0.995,0.89737,0.44941,0.60599,0.38626,0.87606,0.0005678,0.0005678,0.0005678
219,191.031,0.68362,0.75203,0.55488,0.97881,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005612,0.0005612,0.0005612
220,191.977,0.50169,0.7078,0.50792,0.84596,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005546,0.0005546,0.0005546
221,193.002,0.65978,0.75628,0.59935,0.87796,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.000548,0.000548,0.000548
222,193.952,0.70996,0.93544,0.60056,0.88409,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005414,0.0005414,0.0005414
223,194.887,0.52852,0.64632,0.49043,0.92285,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005348,0.0005348,0.0005348
224,195.852,0.61743,0.76879,0.54685,0.93161,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005282,0.0005282,0.0005282
225,196.818,0.57746,0.9509,0.50275,0.89583,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.0005216,0.0005216,0.0005216
226,197.801,0.51326,0.7542,0.52294,0.84182,0.99788,1,0.995,0.92128,0.99788,1,0.995,0.89847,0.41905,0.58058,0.373,0.86995,0.000515,0.000515,0.000515
227,198.779,0.55256,0.75731,0.50703,0.80714,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0005084,0.0005084,0.0005084
228,199.783,0.52286,0.67436,0.50557,0.8762,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0005018,0.0005018,0.0005018
229,200.738,0.60151,0.8788,0.54225,0.89049,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0004952,0.0004952,0.0004952
230,201.713,0.55552,0.75593,0.5062,0.87219,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0004886,0.0004886,0.0004886
231,202.714,0.61882,0.86152,0.58309,0.90431,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.000482,0.000482,0.000482
232,203.823,0.6046,0.74853,0.5654,0.91965,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0004754,0.0004754,0.0004754
233,204.801,0.56199,0.68625,0.48517,0.86054,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0004688,0.0004688,0.0004688
234,205.74,0.57605,0.68722,0.49628,0.84305,0.99806,1,0.995,0.93555,0.99806,1,0.995,0.89656,0.41696,0.56895,0.36371,0.8778,0.0004622,0.0004622,0.0004622
235,206.726,0.5634,1.04045,0.55812,0.91111,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004556,0.0004556,0.0004556
236,207.657,0.57959,0.87084,0.52733,0.89654,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.000449,0.000449,0.000449
237,208.632,0.56558,0.84095,0.48538,0.85227,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004424,0.0004424,0.0004424
238,209.598,0.58582,0.73159,0.52125,0.89399,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004358,0.0004358,0.0004358
239,210.648,0.47078,0.56177,0.4469,0.83751,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004292,0.0004292,0.0004292
240,211.621,0.5491,0.97259,0.51162,0.86664,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004226,0.0004226,0.0004226
241,212.583,0.45026,0.62437,0.47537,0.79333,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.000416,0.000416,0.000416
242,213.51,0.54207,0.84589,0.48801,0.85383,0.99745,1,0.995,0.93469,0.99745,1,0.995,0.89925,0.42119,0.56593,0.37364,0.88542,0.0004094,0.0004094,0.0004094
243,214.521,0.54257,0.78649,0.49627,0.85198,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0004028,0.0004028,0.0004028
244,215.249,0.55187,0.74325,0.49938,0.85291,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003962,0.0003962,0.0003962
245,215.971,0.50357,0.68707,0.46319,0.89986,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003896,0.0003896,0.0003896
246,216.707,0.61258,0.86043,0.49983,0.8739,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.000383,0.000383,0.000383
247,217.465,0.52556,0.68706,0.49266,0.89103,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003764,0.0003764,0.0003764
248,218.214,0.53509,0.68748,0.49532,0.83451,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003698,0.0003698,0.0003698
249,218.972,0.51057,0.58367,0.51013,0.91489,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003632,0.0003632,0.0003632
250,219.725,0.58161,0.81695,0.51718,0.87991,0.99722,1,0.995,0.92462,0.99722,1,0.995,0.90751,0.41107,0.54137,0.36664,0.88151,0.0003566,0.0003566,0.0003566
251,220.467,0.52611,0.72281,0.50921,0.85998,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.00035,0.00035,0.00035
252,221.528,0.53374,0.87428,0.501,0.88166,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003434,0.0003434,0.0003434
253,222.518,0.56929,0.67694,0.51186,0.88045,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003368,0.0003368,0.0003368
254,223.593,0.54049,0.66058,0.48732,0.89897,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003302,0.0003302,0.0003302
255,224.677,0.5134,0.73715,0.48246,0.85653,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003236,0.0003236,0.0003236
256,225.716,0.54119,0.58721,0.48376,0.87531,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.000317,0.000317,0.000317
257,226.691,0.50326,0.60798,0.47694,0.83348,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003104,0.0003104,0.0003104
258,227.673,0.5572,0.92941,0.50718,0.89676,0.9974,1,0.995,0.93685,0.9974,1,0.995,0.90081,0.37388,0.52258,0.35906,0.86889,0.0003038,0.0003038,0.0003038
259,228.656,0.54693,0.83285,0.50819,0.87283,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002972,0.0002972,0.0002972
260,229.399,0.53421,0.666,0.4621,0.84398,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002906,0.0002906,0.0002906
261,230.142,0.4738,0.6475,0.50781,0.81281,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.000284,0.000284,0.000284
262,230.897,0.44617,0.61941,0.43986,0.86827,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002774,0.0002774,0.0002774
263,231.677,0.45868,0.68584,0.44044,0.82579,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002708,0.0002708,0.0002708
264,232.436,0.51933,0.71349,0.48025,0.87334,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002642,0.0002642,0.0002642
265,233.17,0.43071,0.67943,0.41947,0.83658,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.0002576,0.0002576,0.0002576
266,233.908,0.51314,0.67439,0.48694,0.87062,0.99777,1,0.995,0.93813,0.99777,1,0.995,0.89655,0.34525,0.5173,0.34611,0.85764,0.000251,0.000251,0.000251
267,234.688,0.47638,0.65343,0.44567,0.85933,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002444,0.0002444,0.0002444
268,235.647,0.51117,0.64694,0.45685,0.8353,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002378,0.0002378,0.0002378
269,236.66,0.41522,0.65588,0.41569,0.81989,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002312,0.0002312,0.0002312
270,237.655,0.53078,0.70164,0.53696,0.86905,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002246,0.0002246,0.0002246
271,238.646,0.40189,0.62848,0.40283,0.81963,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.000218,0.000218,0.000218
272,239.632,0.46868,0.62425,0.42459,0.85038,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002114,0.0002114,0.0002114
273,240.589,0.52366,0.65413,0.46835,0.84109,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0002048,0.0002048,0.0002048
274,241.58,0.46124,0.66119,0.3913,0.8585,0.99776,1,0.995,0.95409,0.99776,1,0.995,0.90808,0.32285,0.51282,0.32963,0.85224,0.0001982,0.0001982,0.0001982
275,242.543,0.52019,0.52375,0.55708,0.87905,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001916,0.0001916,0.0001916
276,243.293,0.56654,0.73432,0.50279,0.90744,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.000185,0.000185,0.000185
277,244.036,0.47348,0.61277,0.45894,0.85661,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001784,0.0001784,0.0001784
278,244.793,0.45798,0.6846,0.48456,0.91454,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001718,0.0001718,0.0001718
279,245.546,0.50225,0.70196,0.46901,0.90599,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001652,0.0001652,0.0001652
280,246.307,0.45998,0.7326,0.42904,0.83116,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001586,0.0001586,0.0001586
281,247.065,0.48729,0.6461,0.45189,0.88026,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.000152,0.000152,0.000152
282,247.824,0.49756,0.63258,0.4496,0.90089,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001454,0.0001454,0.0001454
283,248.612,0.60861,0.73302,0.5121,0.90346,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001388,0.0001388,0.0001388
284,249.343,0.42477,0.53993,0.4484,0.86507,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001322,0.0001322,0.0001322
285,250.091,0.5164,0.69524,0.47616,0.87332,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001256,0.0001256,0.0001256
286,250.841,0.47391,0.69351,0.43592,0.85875,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.000119,0.000119,0.000119
287,251.591,0.41786,0.66732,0.39228,0.83694,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001124,0.0001124,0.0001124
288,252.324,0.46858,0.58593,0.39687,0.88344,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001058,0.0001058,0.0001058
289,253.058,0.42682,0.62099,0.44223,0.90705,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,9.92e-05,9.92e-05,9.92e-05
290,253.826,0.40777,0.57233,0.39527,0.79439,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,9.26e-05,9.26e-05,9.26e-05
291,255.36,0.39379,0.59743,0.42791,0.8477,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,8.6e-05,8.6e-05,8.6e-05
292,256.202,0.44884,0.57455,0.38675,0.80703,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,7.94e-05,7.94e-05,7.94e-05
293,256.989,0.5012,0.716,0.47551,0.87759,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,7.28e-05,7.28e-05,7.28e-05
294,257.76,0.51339,1.06708,0.46129,0.78314,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,6.62e-05,6.62e-05,6.62e-05
295,258.524,0.48693,0.65976,0.43737,0.89398,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,5.96e-05,5.96e-05,5.96e-05
296,259.271,0.41034,0.59625,0.39751,0.84043,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,5.3e-05,5.3e-05,5.3e-05
297,260.039,0.50102,0.8779,0.46288,0.855,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,4.64e-05,4.64e-05,4.64e-05
298,260.793,0.4744,0.66727,0.48384,0.85431,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,3.98e-05,3.98e-05,3.98e-05
299,261.555,0.42327,0.61777,0.40611,0.83496,0.9974,1,0.995,0.95153,0.9974,1,0.995,0.91369,0.32099,0.47422,0.33413,0.85062,3.32e-05,3.32e-05,3.32e-05
300,262.587,0.53608,0.77534,0.44046,0.87956,0.9974,1,0.995,0.95153,0.9974,1,0.995,0.91369,0.32099,0.47422,0.33413,0.85062,2.66e-05,2.66e-05,2.66e-05
